iri	iri label	pathogen	pathogen label	host	host label
OOPS:0002270	Hollow stalk	NCBITaxon_554	Erwinia carotovora subsp. carotovora (Jones) Bergey et al.	NCBITaxon_4097	Nicotiana tabacum L.
OOPS:0002575	Erwinia stalk rot and head rot	NCBITaxon_554	Erwinia carotovora subsp. carotovora (Jones) Bergey et al.	NCBITaxon_4232	Helianthus annuus
OOPS:0002640	Erwinia stalk rot and head rot	NCBITaxon_554	Erwinia carotovora subsp. carotovora (Jones) Bergey et al.	NCBITaxon_4233	Helianthus tuberosus
OOPS:0003085	Bacterial stalk and top rot	NCBITaxon_554	Erwinia carotovora subsp. carotovora (Jones) Bergey et al.	NCBITaxon_4577	Zea mays L.
OOPS:0003374	Soft rot	NCBITaxon_554	Erwinia carotovora subsp. carotovora (Jones) Bergy et. al.	NCBITaxon_49745	Dahlia sp.
OOPS:0002867	Foot rot	NCBITaxon_556	Erwinia chrysanthemi Burkholder et al.	NCBITaxon_4530	Oryza sativa L.
OOPS:0001523	Bacterial stem rot	NCBITaxon_556	Erwinia chrysanthemi Burkholder et al. 1953	NCBITaxon_37495	Euphorbia pulcherrima Willd. ex Klotzsch
OOPS:0003523	Bacterial soft rot	NCBITaxon_556	Erwinia chrysanthemi Burkholder et al. 1953	NCBITaxon_87530	Cyclamen persicum Mill.
OOPS:0003500	Bacterial blight	NCBITaxon_556	Erwinia chrysanthemi Burkholder, McFadden & Dimock	NCBITaxon_85262	Saintpaulia ionantha Wendl.
OOPS:0003087	Bacterial stalk and top rot	NCBITaxon_556	Erwinia chrysanthemi pv. zeae (Sabet) Victoria et al.	NCBITaxon_4577	Zea mays L.
OOPS:0000975	Black rot	NCBITaxon_55209	Erwinia cypripedii (Hori) Bergey et al (=Pectobacterium cypripedii (Hori) Brenner et al.)	NCBITaxon_3649	Carica papaya L.
OOPS:0000651	Bacterial fruit rot	NCBITaxon_549	Erwinia herbicola (Löhnis 1911) Dye 1964	NCBITaxon_29780	Mangifera indica L.
OOPS:0002204	Bacterial wilt	NCBITaxon_549	Erwinia herbicola (Lohnis) Dye	NCBITaxon_3983	Manihot esculenta Crantz
OOPS:0000973	Purple stain	NCBITaxon_549	Erwinia herbicola Löehnis Dye	NCBITaxon_3649	Carica papaya L.
OOPS:0003399	Shallow bark canker	NCBITaxon_55210	Erwinia nigrifluens Wilson, Starr & Berger 1957	NCBITaxon_51240	Juglans regia
OOPS:0003400	Deep bark canker	NCBITaxon_55213	Erwinia rubrifaciens Wilson, Zeitoun, & Fredrickson 1967	NCBITaxon_51240	Juglans regia
OOPS:0000976	Bacterial canker	NCBITaxon_558	Erwinia sp.	NCBITaxon_3649	Carica papaya L.
OOPS:0000977	Erwinia decline	NCBITaxon_558	Erwinia sp.	NCBITaxon_3649	Carica papaya L.
OOPS:0000978	Erwinia mushy canker	NCBITaxon_558	Erwinia sp.	NCBITaxon_3649	Carica papaya L.
OOPS:0003101	Stewart's disease (bacterial wilt)	NCBITaxon_66271	Erwinia stewartii (Smith) Dye	NCBITaxon_4577	Zea mays L.
OOPS:0001056	Bacterial wilt	NCBITaxon_65700	Erwinia tracheiphila (Smith) Bergey et al.	NCBITaxon_3653	Citrullus
OOPS:0001117	Bacterial wilt	NCBITaxon_65700	Erwinia tracheiphila (Smith) Bergey et al.	NCBITaxon_3655	Cucumis
OOPS:0001253	Bacterial wilt	NCBITaxon_65700	Erwinia tracheiphila (Smith) Bergey et al.	NCBITaxon_3660	Cucurbita
OOPS:0000103	Powdery mildew	NCBITaxon_62708	Erysiphe cichoracearum DC	NCBITaxon_13547	Gerbera jamesonii H. Bolus ex J. D. Hook
OOPS:0000477	Powdery mildew	NCBITaxon_62708	Erysiphe cichoracearum DC	NCBITaxon_171910	Campanula carpatica Jacq.
OOPS:0000663	Powdery mildew	NCBITaxon_62708	Erysiphe cichoracearum DC.	NCBITaxon_29780	Mangifera indica L.
OOPS:0001054	Powdery mildew	NCBITaxon_62708	Erysiphe cichoracearum DC.	NCBITaxon_3653	Citrullus
OOPS:0001115	Powdery mildew	NCBITaxon_62708	Erysiphe cichoracearum DC.	NCBITaxon_3655	Cucumis
OOPS:0001251	Powdery mildew	NCBITaxon_62708	Erysiphe cichoracearum DC.	NCBITaxon_3660	Cucurbita
OOPS:0002273	Powdery mildew	NCBITaxon_62708	Erysiphe cichoracearum DC.	NCBITaxon_4097	Nicotiana tabacum L.
OOPS:0002446	Powdery mildew	NCBITaxon_62708	Erysiphe cichoracearum DC.	NCBITaxon_4222	Carthamus tinctorius L.
OOPS:0002581	Powdery mildew	NCBITaxon_62708	Erysiphe cichoracearum DC.	NCBITaxon_4232	Helianthus annuus
OOPS:0002646	Powdery mildew	NCBITaxon_62708	Erysiphe cichoracearum DC.	NCBITaxon_4233	Helianthus tuberosus
OOPS:0002706	Powdery mildew	NCBITaxon_62708	Erysiphe cichoracearum DC.	NCBITaxon_4236	Lactuca sativa L.
OOPS:0003376	Powdery mildew	NCBITaxon_62708	Erysiphe cichoracearum DC.	NCBITaxon_49745	Dahlia sp.
OOPS:0002346	Powdery mildew	NCBITaxon_62708	Erysiphe cichoracearum DC. ex Merat	NCBITaxon_4113	Solanum tuberosum L.
OOPS:0000982	Powdery mildew	NCBITaxon_62708	Erysiphe cichoracearum De Candolle	NCBITaxon_3649	Carica papaya L.
OOPS:0000300	Powdery mildew	NCBITaxon_69478	Erysiphe cruciferarum Opiz ex Junell.	NCBITaxon_145471	Brassica campestris
OOPS:0001352	Powdery mildew	NCBITaxon_69478	Erysiphe cruciferarum Opiz ex Junell.	NCBITaxon_3705	Brassica napus
OOPS:0001445	Powdery mildew	NCBITaxon_69478	Erysiphe cruciferarum Opiz ex Junell.	NCBITaxon_3711	Brassica rapa
OOPS:0002733	Powdery mildew	NCBITaxon_34373	Erysiphe graminis DC.	NCBITaxon_4498	Avena sativa L.
OOPS:0002732	Powdery mildew	NCBITaxon_34373	Erysiphe graminis DC. f. sp. avenae Em. Marchal	NCBITaxon_4498	Avena sativa L.
OOPS:0002903	Powdery mildew	NCBITaxon_34373	Erysiphe graminis DC. f. sp. Em. Marchal	NCBITaxon_4550	Secale cereale L.
OOPS:0002802	Powdery mildew	NCBITaxon_34373	Erysiphe graminis DC. f. sp. hordei Em. Marchal	NCBITaxon_4513	Hordeum vulgare L.
OOPS:0002046	Powdery mildew	NCBITaxon_36044	Erysiphe pisi D. C.	NCBITaxon_3879	Medicago sativa L.
OOPS:0001977	Powdery mildew	NCBITaxon_36044	Erysiphe pisi DC.	NCBITaxon_3864	Lens culinaris Medik.
OOPS:0002166	Powdery mildew	NCBITaxon_36044	Erysiphe pisi DC.	NCBITaxon_3888	Pisum sativum L.
OOPS:0000298	Powdery mildew	NCBITaxon_62716	Erysiphe polygoni DC.	NCBITaxon_145471	Brassica campestris
OOPS:0000350	Powdery mildew	NCBITaxon_62716	Erysiphe polygoni DC.	NCBITaxon_161934	Beta vulgaris L.
OOPS:0000392	Powdery mildew	NCBITaxon_62716	Erysiphe polygoni DC.	NCBITaxon_167998	Anemone coronaria L.
OOPS:0000411	Powdery mildew	NCBITaxon_62716	Erysiphe polygoni DC.	NCBITaxon_170922	Primula malacoides
OOPS:0000436	Powdery mildew	NCBITaxon_62716	Erysiphe polygoni DC.	NCBITaxon_170924	Primula obconica
OOPS:0000461	Powdery mildew	NCBITaxon_62716	Erysiphe polygoni DC.	NCBITaxon_170926	Primula sinensis
OOPS:0000516	Powdery mildew	NCBITaxon_62716	Erysiphe polygoni DC.	NCBITaxon_175104	Primula vulgaris
OOPS:0000517	Powdery mildew	NCBITaxon_62716	Erysiphe polygoni DC.	NCBITaxon_175104	Primula acaulis
OOPS:0001348	Powdery mildew	NCBITaxon_62716	Erysiphe polygoni DC.	NCBITaxon_3705	Brassica
OOPS:0001349	Powdery mildew	NCBITaxon_62716	Erysiphe polygoni DC.	NCBITaxon_3705	Brassica napus
OOPS:0001382	Powdery mildew	NCBITaxon_62716	Erysiphe polygoni DC.	NCBITaxon_3707	Brassica juncea var. crispifolia
OOPS:0001443	Powdery mildew	NCBITaxon_62716	Erysiphe polygoni DC.	NCBITaxon_3711	Brassica rapa
OOPS:0001478	Powdery mildew	NCBITaxon_62716	Erysiphe polygoni DC.	NCBITaxon_3725	Raphanus
OOPS:0003377	Powdery mildew	NCBITaxon_62716	Erysiphe polygoni DC.	NCBITaxon_49745	Dahlia sp.
OOPS:0003471	Powdery mildew	NCBITaxon_62716	Erysiphe polygoni DC.	NCBITaxon_57577	Trifolium pratense L.
OOPS:0002146	Powdery mildew	NCBITaxon_62716	Erysiphe polygoniDC.	NCBITaxon_3885	Phaseolus vulgaris L.
OOPS:0000606	Pink disease	NCBITaxon_206311	Erythricium salmonicolor (Berk. & Broome) Burdsall	NCBITaxon_29780	Mangifera indica L.
OOPS:0000893	Pink disease	NCBITaxon_206311	Erythricium salmonicolor (Berk. & Broome) Burdsall	NCBITaxon_3641	Theobroma cacao L.
OOPS:0000238	Eutypa dieback	NCBITaxon_97096	Eutypa lata (Pers.:Fr.) Tul. & C. Tul.	NCBITaxon_140311	Prunus cerasus
OOPS:0001196	Eutypa dieback	NCBITaxon_97096	Eutypa lata (Pers.:Fr.) Tul. & C. Tul.	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0002525	Eutypa dieback	NCBITaxon_97096	Eutypa lata (Pers.:Fr.) Tul. & C. Tul.	NCBITaxon_42229	Prunus avium
OOPS:0003436	Eutypa dieback	NCBITaxon_97096	Eutypa lata (Pers.:Fr.) Tul. & C. Tul.	NCBITaxon_55513	Pistacia vera L.
OOPS:0002943	Helminthosporium root rot	NCBITaxon_119929	Exserohilum pedicellatum (A.W. Henry) K.J. Leonard & E.G. Suggs	NCBITaxon_4577	Zea mays L.
OOPS:0003021	Leaf spots, minor	NCBITaxon_39953	Exserohilum prolatum K.J. Leonard & E.G. Suggs	NCBITaxon_4577	Zea mays L.
OOPS:0003121	Seed rot-seedling blight	NCBITaxon_93612	Exserohilum turcicum (Pass.) K.J. Leonard & E.G. Suggs	NCBITaxon_4577	Zea mays L.
OOPS:0000192	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_40442	Fomes fomentarius (L.:Fr.) J. Kickx fil.	NCBITaxon_140311	Prunus cerasus
OOPS:0001151	Wood rots (pathogenicity has not been proven for these fungi)	NCBITaxon_40442	Fomes fomentarius (L.:Fr.) J. Kickx fil.	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0002479	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_40442	Fomes fomentarius (L.:Fr.) J. Kickx fil.	NCBITaxon_42229	Prunus avium
OOPS:0000677	Wood rots	NCBITaxon_1383573	Fomitella supina (Sw.:Fr.) Murrill	NCBITaxon_3435	Persea americana Miller
OOPS:0000176	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_270274	Fomitopsis cajanderi (P. Karst.) Kotlaba & Pouzar	NCBITaxon_140311	Prunus cerasus
OOPS:0001138	Wood rots (pathogenicity has not been proven for these fungi)	NCBITaxon_270274	Fomitopsis cajanderi (P. Karst.) Kotlaba & Pouzar	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0001594	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_270274	Fomitopsis cajanderi (P. Karst.) Kotlaba & Pouzar	NCBITaxon_3760	Prunus persica
OOPS:0001595	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_270274	Fomitopsis cajanderi (P. Karst.) Kotlaba & Pouzar	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0002463	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_270274	Fomitopsis cajanderi (P. Karst.) Kotlaba & Pouzar	NCBITaxon_42229	Prunus avium
OOPS:0001628	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_383679	Fomitopsis meliae (Underw.) Gilb. & Ryvarden	NCBITaxon_3760	Prunus persica
OOPS:0001629	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_383679	Fomitopsis meliae (Underw.) Gilb. & Ryvarden	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0001572	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_1836667	Fomitopsis nivosa (Berk.) Gilb. & Ryvarden	NCBITaxon_3760	Prunus persica
OOPS:0001573	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_1836667	Fomitopsis nivosa (Berk.) Gilb. & Ryvarden	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0001574	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_186125	Fomitopsis palustris (Berk. & M.A. Curtis) Gilb. & Ryvarden	NCBITaxon_3760	Prunus persica
OOPS:0001575	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_186125	Fomitopsis palustris (Berk. & M.A. Curtis) Gilb. & Ryvarden	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0000195	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_40483	Fomitopsis pinicola (Sw.:Fr.) P. Karst.	NCBITaxon_140311	Prunus cerasus
OOPS:0001155	Wood rots (pathogenicity has not been proven for these fungi)	NCBITaxon_40483	Fomitopsis pinicola (Sw.:Fr.) P. Karst.	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0001644	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_40483	Fomitopsis pinicola (Sw.:Fr.) P. Karst.	NCBITaxon_3760	Prunus persica
OOPS:0001645	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_40483	Fomitopsis pinicola (Sw.:Fr.) P. Karst.	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0002482	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_40483	Fomitopsis pinicola (Sw.:Fr.) P. Karst.	NCBITaxon_42229	Prunus avium
OOPS:0000187	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_34475	Fomitopsis rosea (Albertini & Schwein.:Fr.) P. Karst.	NCBITaxon_140311	Prunus cerasus
OOPS:0001146	Wood rots (pathogenicity has not been proven for these fungi)	NCBITaxon_34475	Fomitopsis rosea (Albertini & Schwein.:Fr.) P. Karst.	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0001624	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_34475	Fomitopsis rosea (Albertini & Schwein.:Fr.) P. Karst.	NCBITaxon_3760	Prunus persica
OOPS:0001625	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_34475	Fomitopsis rosea (Albertini & Schwein.:Fr.) P. Karst.	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0002474	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_34475	Fomitopsis rosea (Albertini & Schwein.:Fr.) P. Karst.	NCBITaxon_42229	Prunus avium
OOPS:0001884	Leaf spot	NCBITaxon_5499	Fulvia fulva (Cooke) Cif.	NCBITaxon_38236	Cattleya
OOPS:0001941	Fusarium root rot	NCBITaxon_5515	Fusarium acuminatum Ellis & Everh.	NCBITaxon_3827	Cicer arietinum L.
OOPS:0003078	Root rots, minor	NCBITaxon_5515	Fusarium acuminatum Ellis & Everh.	NCBITaxon_4577	Zea mays L.
OOPS:0001945	Fusarium root rot	NCBITaxon_57142	Fusarium arthrosporioides Sherb.	NCBITaxon_3827	Cicer arietinum L.
OOPS:0001922	Fusarium root rot	NCBITaxon_40199	Fusarium avenaceum (Corda:Fr.) Sacc.	NCBITaxon_3827	Cicer arietinum L.
OOPS:0000805	Cone tip blight	NCBITaxon_40199	Fusarium avenaceum (Fr.:Fr.) Sacc.	NCBITaxon_3486	Humulus lupulus L.
OOPS:0001634	Fusarium rot	NCBITaxon_40199	Fusarium avenaceum (Fr.:Fr.) Sacc.	NCBITaxon_3760	Prunus persica
OOPS:0001635	Fusarium rot	NCBITaxon_40199	Fusarium avenaceum (Fr.:Fr.) Sacc.	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0003025	Fusarium stalk rot, seedling root rot	NCBITaxon_40199	Fusarium avenaceum (Fr.:Fr.) Sacc.	NCBITaxon_4577	Zea mays L.
OOPS:0003027	Seed rot-seedling blight	NCBITaxon_40199	Fusarium avenaceum (Fr.:Fr.) Sacc.	NCBITaxon_4577	Zea mays L.
OOPS:0002320	Fusarium wilt	NCBITaxon_40199	Fusarium avenaceum (Fr.) Sacc.	NCBITaxon_4113	Solanum tuberosum L.
OOPS:0000815	Cone tip blight	NCBITaxon_56641	Fusarium crookwellense L.W. Burgess et al.	NCBITaxon_3486	Humulus lupulus L.
OOPS:0003335	Dead stem	NCBITaxon_5516	Fusarium culmorum (W. G. Sm.)	NCBITaxon_4686	Asparagus officinalis
OOPS:0002917	Fusarium root rot	NCBITaxon_5516	Fusarium culmorum (W.G. Sm.) Sacc.	NCBITaxon_4550	Secale cereale L.
OOPS:0002750	Fusarium foot rot	NCBITaxon_5516	Fusarium culmorum (Wm. G. Sm.) Sacc.	NCBITaxon_4498	Avena sativa L.
OOPS:0002751	Seedling blight	NCBITaxon_5516	Fusarium culmorum (Wm. G. Sm.) Sacc.	NCBITaxon_4498	Avena sativa L.
OOPS:0003081	Seed rot-seedling blight	NCBITaxon_5516	Fusarium culmorum (Wm. G. Sm.) Sacc.	NCBITaxon_4577	Zea mays L.
OOPS:0003202	Fusarium basal rot of garlic	NCBITaxon_5516	Fusarium culmorum (Wm. G. Sm.) Sacc. (syns. F. roseum Lk. Emend Snyd. & Hans. ‘Culmorum’; F. roseum var. culmorum [Schwabe] Snyd. & Hans.)	NCBITaxon_4679	Allium cepa
OOPS:0003290	Fusarium basal rot of garlic	NCBITaxon_5516	Fusarium culmorum (Wm. G. Sm.) Sacc. (syns. F. roseum Lk. Emend Snyd. & Hans. ‘Culmorum’; F. roseum var. culmorum [Schwabe] Snyd. & Hans.)	NCBITaxon_4682	Allium sativum
OOPS:0002821	Common root rot, crown rot and seedling blight	NCBITaxon_5516	Fusarium culmorum (Wm. G. Smith) Sacc.	NCBITaxon_4513	Hordeum vulgare L.
OOPS:0003080	Ear rots, minor	NCBITaxon_5516	Fusarium culmorum (Wm.G. Sm.) Sacc.	NCBITaxon_4577	Zea mays L.
OOPS:0000725	Fruit rot (includes stem end rot & fruit spots)	NCBITaxon_57161	Fusarium decemcellulare C. Brick	NCBITaxon_3435	Persea americana Miller
OOPS:0002402	Chlorotic leaf distortion	NCBITaxon_48507	Fusarium denticulatum Nirenberg & O’Donnell	NCBITaxon_4120	Ipomoea batatas [L.] Lam.
OOPS:0002933	Stalk rots, minor	NCBITaxon_1053090	Fusarium episphaeria (Tode) W.C. Snyder & H.N. Hans.	NCBITaxon_4577	Zea mays L.
OOPS:0000661	Tip dieback	NCBITaxon_61235	Fusarium equiseti (Corda) Sacc.	NCBITaxon_29780	Mangifera indica L.
OOPS:0001051	Damping-off	NCBITaxon_61235	Fusarium equiseti (Corda) Sacc.	NCBITaxon_3653	Citrullus
OOPS:0001053	Fusarium fruit rot	NCBITaxon_61235	Fusarium equiseti (Corda) Sacc.	NCBITaxon_3653	Citrullus
OOPS:0001112	Damping-off	NCBITaxon_61235	Fusarium equiseti (Corda) Sacc.	NCBITaxon_3655	Cucumis
OOPS:0001114	Fusarium fruit rot	NCBITaxon_61235	Fusarium equiseti (Corda) Sacc.	NCBITaxon_3655	Cucumis
OOPS:0001248	Damping-off	NCBITaxon_61235	Fusarium equiseti (Corda) Sacc.	NCBITaxon_3660	Cucurbita
OOPS:0001250	Fusarium fruit rot	NCBITaxon_61235	Fusarium equiseti (Corda) Sacc.	NCBITaxon_3660	Cucurbita
OOPS:0001849	Pod rot (pod breakdown)	NCBITaxon_61235	Fusarium equiseti (Corda) Sacc.	NCBITaxon_3818	Arachis hypogaea L.
OOPS:0001946	Fusarium root rot	NCBITaxon_61235	Fusarium equiseti (Corda) Sacc.	NCBITaxon_3827	Cicer arietinum L.
OOPS:0002579	Fusarium stalk rot	NCBITaxon_61235	Fusarium equiseti (Corda) Sacc.	NCBITaxon_4232	Helianthus annuus
OOPS:0002644	Fusarium stalk rot	NCBITaxon_61235	Fusarium equiseti (Corda) Sacc.	NCBITaxon_4233	Helianthus tuberosus
OOPS:0003210	Fusarium damping-off	NCBITaxon_61235	Fusarium equiseti (Corda) Sacc.	NCBITaxon_4679	Allium cepa
OOPS:0003298	Fusarium damping-off	NCBITaxon_61235	Fusarium equiseti (Corda) Sacc.	NCBITaxon_4682	Allium sativum
OOPS:0002752	Head blight	NCBITaxon_5518	Fusarium graminearum Schwabe	NCBITaxon_4498	Avena sativa L.
OOPS:0002822	Common root rot, crown rot and seedling blight	NCBITaxon_5518	Fusarium graminearum Schwabe	NCBITaxon_4513	Hordeum vulgare L.
OOPS:0002824	Scab = head blight	NCBITaxon_5518	Fusarium graminearum Schwabe	NCBITaxon_4513	Hordeum vulgare L.
OOPS:0002411	Fusarium adventitious root rot	NCBITaxon_57162	Fusarium javanicum Koord.	NCBITaxon_4120	Ipomoea batatas [L.] Lam.
OOPS:0000373	Fusarium canker	NCBITaxon_5523	Fusarium lateritium Nees	NCBITaxon_16719	Juglans nigra L.
OOPS:0003091	Stalk rots, minor	NCBITaxon_57147	Fusarium merismoides Corda	NCBITaxon_4577	Zea mays L.
OOPS:0000112	Bud rot	NCBITaxon_117187	Fusarium moniliforme J. Sheld	NCBITaxon_13894	Cocos nucifera L.
OOPS:0002529	Fusarium wilt	NCBITaxon_117187	Fusarium moniliforme J. Sheld.	NCBITaxon_4232	Helianthus annuus
OOPS:0002594	Fusarium wilt	NCBITaxon_117187	Fusarium moniliforme J. Sheld.	NCBITaxon_4233	Helianthus tuberosus
OOPS:0002941	Fusarium kernel, root and stalk rot, seed rot and seedling blight	NCBITaxon_117187	Fusarium moniliforme J. Sheld.	NCBITaxon_4577	Zea mays L.
OOPS:0002942	Seed rot-seedling blight	NCBITaxon_117187	Fusarium moniliforme J. Sheld.	NCBITaxon_4577	Zea mays L.
OOPS:0000113	Nut fall	NCBITaxon_117187	Fusarium moniliforme J. Sheld., F. solani (Mart.) Sacc.	NCBITaxon_13894	Cocos nucifera L.
OOPS:0003333	Fusarium crown and root rot	NCBITaxon_5507	Fusarium oxysporum (Schlecht.) emend. Snyd & Hans. f. sp. asparagi (Cohen & Heald)	NCBITaxon_4686	Asparagus officinalis
OOPS:0003334	Fusarium spear spot	NCBITaxon_5507	Fusarium oxysporum (Schlecht) emend. Snyd & Hans. f. sp. asparagi (Cohen & Heald)	NCBITaxon_4686	Asparagus officinalis
OOPS:0002407	Fusarium wilt	NCBITaxon_5507	Fusarium oxysporum f. sp. batatas (Woolenw.) W. C. Snyder & H. N. Hansen, races 0 and 1	NCBITaxon_4120	Ipomoea batatas [L.] Lam.
OOPS:0003200	Fusarium basal rot	NCBITaxon_5507	Fusarium oxysporum f. sp. cepae (H. N. Hansen) W. C. Snyder & H. N. Hansen	NCBITaxon_4679	Allium cepa
OOPS:0003201	Fusarium damping-off	NCBITaxon_5507	Fusarium oxysporum f. sp. cepae (H. N. Hansen) W. C. Snyder & H. N. Hansen	NCBITaxon_4679	Allium cepa
OOPS:0003288	Fusarium basal rot	NCBITaxon_5507	Fusarium oxysporum f. sp. cepae (H. N. Hansen) W. C. Snyder & H. N. Hansen	NCBITaxon_4682	Allium sativum
OOPS:0003289	Fusarium damping-off	NCBITaxon_5507	Fusarium oxysporum f. sp. cepae (H. N. Hansen) W. C. Snyder & H. N. Hansen	NCBITaxon_4682	Allium sativum
OOPS:0002075	Fusarium wilt	NCBITaxon_5507	Fusarium oxysporum f. sp. medicaginis (Weimer) W. C. Snyder & H. N. Hansen	NCBITaxon_3879	Medicago sativa L.
OOPS:0002408	Fusarium wilt	NCBITaxon_5507	Fusarium oxysporum f. sp. nicotianae W. C. Snyder & H. N. Hansen	NCBITaxon_4120	Ipomoea batatas [L.] Lam.
OOPS:0002143	Fusarium yellows (Fusarium wilt)	NCBITaxon_5507	Fusarium oxysporum f. sp. phaseoli J. B. Kendr. & W. C. Snyder	NCBITaxon_3885	Phaseolus vulgaris L.
OOPS:0000033	Wilt	NCBITaxon_5507	Fusarium oxysporum Schl. f. sp. Coffea (Garcia) Wellman	NCBITaxon_13443	Coffea arabica
OOPS:0003357	Wilt	NCBITaxon_5507	Fusarium oxysporum Schl. f. sp. Coffea (Garcia) Wellman	NCBITaxon_49390	Coffea canephora
OOPS:0000372	Fusarium canker	NCBITaxon_5507	Fusarium oxysporum Schlecht.	NCBITaxon_16719	Juglans nigra L.
OOPS:0002173	Near wilt	NCBITaxon_5507	Fusarium oxysporum Schlecht. f. sp. pisi (J.C. Hall) W.C. Snyder & H.N. Hans. race 2	NCBITaxon_3888	Pisum sativum L.
OOPS:0002174	Wilt	NCBITaxon_5507	Fusarium oxysporum Schlecht. f. sp. pisi (van Hall) W.C. Snyder & H.N. Hans.	NCBITaxon_3888	Pisum sativum L.
OOPS:0001987	Fusarium wilt	NCBITaxon_5507	Fusarium oxysporum Schlecht.: Fr. f. sp. lentis Vasudeva and Srinivasan	NCBITaxon_3864	Lens culinaris Medik.
OOPS:0003373	Vascular wilt	NCBITaxon_5507	Fusarium oxysporum Schlechtend.: Fr.	NCBITaxon_49745	Dahlia sp.
OOPS:0001940	Fusarium wilt	NCBITaxon_5507	Fusarium oxysporum Schlechtend.: Fr. f. sp. ciceris (Padwick) Matuo & K. Sato	NCBITaxon_3827	Cicer arietinum L.
OOPS:0000098	Fusarium root rot	NCBITaxon_5507	Fusarium oxysporum Schlechtend.:Fr.	NCBITaxon_13547	Gerbera jamesonii H. Bolus ex J. D. Hook
OOPS:0000099	Fusarium wilt	NCBITaxon_5507	Fusarium oxysporum Schlechtend.:Fr.	NCBITaxon_13547	Gerbera jamesonii H. Bolus ex J. D. Hook
OOPS:0000293	Yellows	NCBITaxon_5507	Fusarium oxysporum Schlechtend.:Fr.	NCBITaxon_145471	Brassica campestris
OOPS:0000776	Damping-off	NCBITaxon_5507	Fusarium oxysporum Schlechtend.:Fr.	NCBITaxon_3483	Cannabis sativa L.
OOPS:0001340	Yellows	NCBITaxon_5507	Fusarium oxysporum Schlechtend.:Fr.	NCBITaxon_3705	Brassica
OOPS:0001342	Yellows	NCBITaxon_5507	Fusarium oxysporum Schlechtend.:Fr.	NCBITaxon_3705	Brassica napus
OOPS:0001380	Yellows	NCBITaxon_5507	Fusarium oxysporum Schlechtend.:Fr.	NCBITaxon_3707	Brassica juncea var. crispifolia
OOPS:0001438	Yellows	NCBITaxon_5507	Fusarium oxysporum Schlechtend.:Fr.	NCBITaxon_3711	Brassica rapa
OOPS:0001476	Yellows	NCBITaxon_5507	Fusarium oxysporum Schlechtend.:Fr.	NCBITaxon_3725	Raphanus
